symbol,return_type,parameters,binary_abi,source_url
switch_event_add_array,int,"switch_event_t *event, const char *var, const char *val",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L213
switch_event_destroy,void,switch_event_t **event,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L218
switch_event_dup,switch_status_t,"switch_event_t **event, switch_event_t *todup",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L227
switch_event_merge,void,"switch_event_t *event, switch_event_t *tomerge",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L228
switch_event_dup_reply,switch_status_t,"switch_event_t **event, switch_event_t *todup",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L229
switch_event_fire_detailed,switch_status_t,"const char *file, const char *func, int line, switch_event_t **event, void *user_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L240
switch_event_prep_for_delivery_detailed,void,"const char *file, const char *func, int line, switch_event_t *event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L242
switch_event_bind,switch_status_t,"const char *id, switch_event_types_t event, const char *subclass_name, switch_event_callback_t callback, void *user_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L255
switch_event_get_custom_events,switch_status_t,switch_console_callback_match_t **matches,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L258
switch_event_bind_removable,switch_status_t,"const char *id, switch_event_types_t event, const char *subclass_name, switch_event_callback_t callback, void *user_data, switch_event_node_t **node",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L270
switch_event_unbind,switch_status_t,switch_event_node_t **node,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L277
switch_event_unbind_callback,switch_status_t,switch_event_callback_t callback,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L278
switch_event_name,const char *,switch_event_types_t event,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L285
switch_name_event,switch_status_t,"const char *name, switch_event_types_t *type",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L293
switch_event_reserve_subclass_detailed,switch_status_t,"const char *owner, const char *subclass_name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L303
switch_event_free_subclass_detailed,switch_status_t,"const char *owner, const char *subclass_name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L305
switch_event_binary_deserialize,switch_status_t,"switch_event_t **eventp, void **data, switch_size_t len, switch_bool_t duplicate",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L315
switch_event_binary_serialize,switch_status_t,"switch_event_t *event, void **data, switch_size_t *len",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L316
switch_event_serialize,switch_status_t,"switch_event_t *event, char **str, switch_bool_t encode",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L317
switch_event_serialize_json,switch_status_t,"switch_event_t *event, char **str",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L318
switch_event_serialize_json_obj,switch_status_t,"switch_event_t *event, cJSON **json",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L319
switch_event_create_json,switch_status_t,"switch_event_t **event, const char *json",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L320
switch_event_create_brackets,switch_status_t,"char *data, char a, char b, char c, switch_event_t **event, char **new_data, switch_bool_t dup",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L321
switch_event_create_array_pair,switch_status_t,"switch_event_t **event, char **names, char **vals, int len",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L322
switch_event_xmlize,switch_xml_t,"switch_event_t *event, const char *fmt, ...",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L332
switch_event_running,switch_status_t,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L339
switch_event_add_body,switch_status_t,"switch_event_t *event, const char *fmt, ...",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L349
switch_event_set_body,switch_status_t,"switch_event_t *event, const char *body",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L352
switch_event_expand_headers_check,char *,"switch_event_t *event, const char *in, switch_event_t *var_list, switch_event_t *api_list, uint32_t recur",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L354
switch_event_create_pres_in_detailed,switch_status_t,"_In_z_ char *file, _In_z_ char *func, _In_ int line, _In_z_ const char *proto, _In_z_ const char *login, _In_z_ const char *from, _In_z_ const char *from_domain, _In_z_ const char *status, _In_z_ const char *event_type, _In_z_ const char *alt_event_type, _In_ int event_count, _In_z_ const char *unique_id, _In_z_ const char *channel_state, _In_z_ const char *answer_state, _In_z_ const char *call_direction",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L357
switch_event_deliver,void,switch_event_t **event,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L405
switch_event_build_param_string,char *,"switch_event_t *event, const char *prefix, switch_hash_t *vars_map",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L424
switch_event_check_permission_list,int,"switch_event_t *list, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L425
switch_event_add_presence_data_cols,void,"switch_channel_t *channel, switch_event_t *event, const char *prefix",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L426
switch_json_add_presence_data_cols,void,"switch_event_t *event, cJSON *json, const char *prefix",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L427
switch_event_launch_dispatch_threads,void,uint32_t max,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L429
switch_event_channel_broadcast,switch_status_t,"const char *event_channel, cJSON **json, const char *key, switch_event_channel_id_t id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L431
switch_event_channel_deliver,switch_status_t,"const char *event_channel, cJSON **json, const char *key, switch_event_channel_id_t id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L432
switch_event_channel_unbind,uint32_t,"const char *event_channel, switch_event_channel_func_t func, void *user_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L433
switch_event_channel_bind,switch_status_t,"const char *event_channel, switch_event_channel_func_t func, switch_event_channel_id_t *id, void *user_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L434
switch_live_array_clear,switch_status_t,switch_live_array_t *la,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L442
switch_live_array_bootstrap,switch_status_t,"switch_live_array_t *la, const char *sessid, switch_event_channel_id_t channel_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L443
switch_live_array_destroy,switch_status_t,switch_live_array_t **live_arrayP,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L444
switch_live_array_create,switch_status_t,"const char *event_channel, const char *name, switch_event_channel_id_t channel_id, switch_live_array_t **live_arrayP",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L445
switch_live_array_get,cJSON *,"switch_live_array_t *la, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L447
switch_live_array_get_idx,cJSON *,"switch_live_array_t *la, int idx",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L448
switch_live_array_del,switch_status_t,"switch_live_array_t *la, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L449
switch_live_array_add,switch_status_t,"switch_live_array_t *la, const char *name, int index, cJSON **obj, switch_bool_t destroy",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L450
switch_live_array_visible,switch_status_t,"switch_live_array_t *la, switch_bool_t visible, switch_bool_t force",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L451
switch_live_array_isnew,switch_bool_t,switch_live_array_t *la,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L452
switch_live_array_lock,void,switch_live_array_t *la,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L453
switch_live_array_unlock,void,switch_live_array_t *la,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L454
switch_live_array_set_user_data,void,"switch_live_array_t *la, void *user_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L455
switch_live_array_set_command_handler,void,"switch_live_array_t *la, switch_live_array_command_handler_t command_handler",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L456
switch_live_array_parse_json,void,"cJSON *json, switch_event_channel_id_t channel_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L457
switch_live_array_add_alias,switch_bool_t,"switch_live_array_t *la, const char *event_channel, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L458
switch_live_array_clear_alias,switch_bool_t,"switch_live_array_t *la, const char *event_channel, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L459
switch_event_channel_permission_verify,switch_bool_t,"const char *cookie, const char *event_channel",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L460
switch_event_channel_permission_modify,void,"const char *cookie, const char *event_channel, switch_bool_t set",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L461
switch_event_channel_permission_clear,void,const char *cookie,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_event.h#L462
switch_create_hashtable,switch_status_t,"switch_hashtable_t **hp, unsigned int minsize, unsigned int (*hashfunction) (void*), int (*key_eq_fn) (void*,void*)",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L94
switch_hashtable_insert_destructor,int,"switch_hashtable_t *h, void *k, void *v, hashtable_flag_t flags, hashtable_destructor_t destructor",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L126
switch_hashtable_search,void *,"switch_hashtable_t *h, void *k",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L145
switch_hashtable_remove,void *,"switch_hashtable_t *h, void *k",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L163
switch_hashtable_count,unsigned int,switch_hashtable_t *h,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L180
switch_hashtable_destroy,void,switch_hashtable_t **h,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L192
switch_hashtable_first_iter,switch_hashtable_iterator_t*,"switch_hashtable_t *h, switch_hashtable_iterator_t *it",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L195
switch_hashtable_next,switch_hashtable_iterator_t*,switch_hashtable_iterator_t **iP,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L197
switch_hashtable_this,void,"switch_hashtable_iterator_t *i, const void **key, switch_ssize_t *klen, void **val",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L198
switch_hashtable_this_val,void,"switch_hashtable_iterator_t *i, void *val",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_hashtable.h#L199
switch_img_set_rect,int,"switch_image_t *img, unsigned int x, unsigned int y, unsigned int w, unsigned int h",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_image.h#L191
switch_ivr_deactivate_unicast,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L83
switch_ivr_activate_unicast,switch_status_t,"switch_core_session_t *session, char *local_ip, switch_port_t local_port, char *remote_ip, switch_port_t remote_port, char *transport, char *flags",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L84
switch_ivr_generate_json_cdr,switch_status_t,"switch_core_session_t *session, cJSON **json_cdr, switch_bool_t urlencode",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L95
switch_ivr_generate_xml_cdr,switch_status_t,"switch_core_session_t *session, switch_xml_t *xml_cdr",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L104
switch_ivr_set_xml_profile_data,int,"switch_xml_t xml, switch_caller_profile_t *caller_profile, int off",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L105
switch_ivr_set_xml_chan_vars,int,"switch_xml_t xml, switch_channel_t *channel, int off",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L106
switch_ivr_parse_event,switch_status_t,"_In_ switch_core_session_t *session, _In_ switch_event_t *event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L114
switch_ivr_parse_all_events,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L121
switch_ivr_parse_next_event,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L122
switch_ivr_parse_all_messages,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L123
switch_ivr_parse_all_signal_data,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L124
switch_ivr_parse_signal_data,switch_status_t,"switch_core_session_t *session, switch_bool_t all, switch_bool_t only_session_thread",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L125
switch_ivr_parse_next_signal_data,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L126
switch_ivr_process_indications,switch_status_t,"switch_core_session_t *session, switch_core_session_message_t *message",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L127
switch_ivr_sleep,switch_status_t,"switch_core_session_t *session, uint32_t ms, switch_bool_t sync, switch_input_args_t *args",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L137
switch_ivr_park,switch_status_t,"switch_core_session_t *session, switch_input_args_t *args",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L139
switch_ivr_collect_digits_callback,switch_status_t,"switch_core_session_t *session, switch_input_args_t *args, uint32_t digit_timeout, uint32_t abs_timeout",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L148
switch_ivr_collect_digits_count,switch_status_t,"switch_core_session_t *session, char *buf, switch_size_t buflen, switch_size_t maxdigits, const char *terminators, char *terminator, uint32_t first_timeout, uint32_t digit_timeout, uint32_t abs_timeout",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L164
switch_ivr_play_and_detect_speech,switch_status_t,"switch_core_session_t *session, const char *file, const char *mod_name, const char *grammar, char **result, uint32_t input_timeout, switch_input_args_t *args",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L182
switch_ivr_detect_speech_init,switch_status_t,"switch_core_session_t *session, const char *mod_name, const char *dest, switch_asr_handle_t *ah",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L201
switch_ivr_detect_speech,switch_status_t,"switch_core_session_t *session, const char *mod_name, const char *grammar, const char *name, const char *dest, switch_asr_handle_t *ah",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L213
switch_ivr_stop_detect_speech,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L222
switch_ivr_pause_detect_speech,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L229
switch_ivr_resume_detect_speech,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L236
switch_ivr_detect_speech_load_grammar,switch_status_t,"switch_core_session_t *session, const char *grammar, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L245
switch_ivr_detect_speech_unload_grammar,switch_status_t,"switch_core_session_t *session, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L253
switch_ivr_detect_speech_enable_grammar,switch_status_t,"switch_core_session_t *session, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L261
switch_ivr_detect_speech_disable_grammar,switch_status_t,"switch_core_session_t *session, const char *name",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L269
switch_ivr_detect_speech_disable_all_grammars,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L276
switch_ivr_set_param_detect_speech,switch_status_t,"switch_core_session_t *session, const char *name, const char *val",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L278
switch_ivr_detect_speech_start_input_timers,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L285
switch_ivr_record_session,switch_status_t,"switch_core_session_t *session, const char *file, uint32_t limit, switch_file_handle_t *fh",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L295
switch_ivr_record_session_event,switch_status_t,"switch_core_session_t *session, const char *file, uint32_t limit, switch_file_handle_t *fh, switch_event_t *variables",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L296
switch_ivr_transfer_recordings,switch_status_t,"switch_core_session_t *orig_session, switch_core_session_t *new_session",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L297
switch_ivr_eavesdrop_pop_eavesdropper,switch_status_t,"switch_core_session_t *session, switch_core_session_t **sessionp",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L300
switch_ivr_eavesdrop_exec_all,switch_status_t,"switch_core_session_t *session, const char *app, const char *arg",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L301
switch_ivr_eavesdrop_update_display,switch_status_t,"switch_core_session_t *session, const char *name, const char *number",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L302
switch_ivr_eavesdrop_session,switch_status_t,"switch_core_session_t *session, const char *uuid, const char *require_group, switch_eavesdrop_flag_t flags",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L312
switch_ivr_displace_session,switch_status_t,"switch_core_session_t *session, const char *file, uint32_t limit, const char *flags",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L323
switch_ivr_stop_displace_session,switch_status_t,"switch_core_session_t *session, const char *file",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L331
switch_ivr_stop_record_session,switch_status_t,"switch_core_session_t *session, const char *file",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L339
switch_ivr_session_audio,switch_status_t,"switch_core_session_t *session, const char *cmd, const char *direction, int level",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L342
switch_ivr_stop_session_audio,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L343
switch_ivr_inband_dtmf_session,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L350
switch_ivr_stop_inband_dtmf_session,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L357
switch_ivr_inband_dtmf_generate_session,switch_status_t,"switch_core_session_t *session, switch_bool_t read_stream",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L366
switch_ivr_stop_inband_dtmf_generate_session,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L373
switch_ivr_session_echo,switch_status_t,"switch_core_session_t *session, switch_input_args_t *args",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L379
switch_ivr_stop_tone_detect_session,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L386
switch_ivr_tone_detect_session,switch_status_t,"switch_core_session_t *session, const char *key, const char *tone_spec, const char *flags, time_t timeout, int hits, const char *app, const char *data, switch_tone_detect_callback_t callback",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L399
switch_ivr_play_file,switch_status_t,"switch_core_session_t *session, switch_file_handle_t *fh, const char *file, switch_input_args_t *args",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L415
switch_ivr_detect_audio,switch_status_t,"switch_core_session_t *session, uint32_t thresh, uint32_t audio_hits, uint32_t timeout_ms, const char *file",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L418
switch_ivr_detect_silence,switch_status_t,"switch_core_session_t *session, uint32_t thresh, uint32_t silence_hits, uint32_t timeout_ms, const char *file",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_ivr.h#L421
