symbol,return_type,parameters,binary_abi,source_url
switch_core_memory_pool_set_data,void,"switch_memory_pool_t *pool, const char *key, void *data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L658
switch_core_memory_pool_get_data,void *,"switch_memory_pool_t *pool, const char *key",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L659
switch_core_session_run,void,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L666
switch_core_session_running,unsigned int,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L672
switch_core_session_started,unsigned int,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L673
switch_core_perform_permanent_alloc,void *,"_In_ switch_size_t memory, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L675
switch_core_perform_alloc,void *,"_In_ switch_memory_pool_t *pool, _In_ switch_size_t memory, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L687
switch_core_perform_session_alloc,void *,"_In_ switch_core_session_t *session, _In_ switch_size_t memory, const char *file, const char *func, int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L699
switch_core_perform_permanent_strdup,char *,"_In_z_ const char *todup, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L713
switch_core_perform_session_strdup,char *,"_In_ switch_core_session_t *session, _In_z_ const char *todup, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L723
switch_core_perform_strdup,char *,"_In_ switch_memory_pool_t *pool, _In_z_ const char *todup, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L735
switch_core_perform_strndup,char *,"_In_ switch_memory_pool_t *pool, _In_z_ const char *todup, size_t len, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L737
switch_core_session_sprintf,char *,"_In_ switch_core_session_t *session, _In_z_ _Printf_format_string_ const char *fmt, ...",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L757
switch_core_session_vsprintf,char *,"switch_core_session_t *session, const char *fmt, va_list ap",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L767
switch_core_sprintf,char *,"_In_ switch_memory_pool_t *pool, _In_z_ _Printf_format_string_ const char *fmt, ...",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L777
switch_core_vsprintf,char *,"switch_memory_pool_t *pool, _In_z_ _Printf_format_string_ const char *fmt, va_list ap",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L787
switch_core_session_get_pool,switch_memory_pool_t *,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L796
switch_core_session_request_xml,switch_core_session_t *,"switch_endpoint_interface_t *endpoint_interface, switch_memory_pool_t **pool, switch_xml_t xml",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L799
switch_core_session_request_uuid,switch_core_session_t *,"_In_ switch_endpoint_interface_t *endpoint_interface, _In_ switch_call_direction_t direction, switch_originate_flag_t originate_flags, _Inout_opt_ switch_memory_pool_t **pool, _In_opt_z_ const char *use_uuid",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L811
switch_core_session_set_uuid,switch_status_t,"_In_ switch_core_session_t *session, _In_z_ const char *use_uuid",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L818
switch_core_session_set_external_id,switch_status_t,"_In_ switch_core_session_t *session, _In_z_ const char *use_external_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L820
switch_core_session_perform_destroy,void,"_Inout_ switch_core_session_t **session, _In_z_ const char *file, _In_z_ const char *func, _In_ int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L822
switch_core_session_destroy_state,void,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L832
switch_core_session_reporting_state,void,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L833
switch_core_session_hangup_state,void,"switch_core_session_t *session, switch_bool_t force",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L834
switch_core_session_count,uint32_t,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L840
switch_core_session_get_id,switch_size_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L842
switch_core_session_id,switch_size_t,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L848
switch_core_session_id_dec,switch_size_t,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L849
switch_core_session_request_by_name,switch_core_session_t *,"_In_z_ const char *endpoint_name, _In_ switch_call_direction_t direction, _Inout_ switch_memory_pool_t **pool",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L857
switch_core_session_thread_launch,switch_status_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L865
switch_thread_pool_launch_thread,switch_status_t,switch_thread_data_t **tdp,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L868
switch_core_session_thread_pool_launch,switch_status_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L869
switch_thread_pool_wait,switch_status_t,"switch_thread_data_t *td, int ms",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L870
switch_core_session_get_channel,switch_channel_t *,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L877
switch_core_session_get_mutex,switch_mutex_t *,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L882
switch_core_session_wake_session_thread,switch_status_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L883
switch_core_session_signal_state_change,void,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L884
switch_core_session_get_uuid,char *,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L891
switch_core_session_get_external_id,const char *,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L898
switch_core_session_set_loglevel,switch_status_t,"switch_core_session_t *session, switch_log_level_t loglevel",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L906
switch_core_session_get_loglevel,switch_log_level_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L914
switch_core_session_get_jb,switch_jb_t *,"switch_core_session_t *session, switch_media_type_t type",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L916
switch_core_session_soft_lock,void,"switch_core_session_t *session, uint32_t sec",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L917
switch_core_session_soft_unlock,void,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L918
switch_core_session_set_dmachine,void,"switch_core_session_t *session, switch_ivr_dmachine_t *dmachine, switch_digit_action_target_t target",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L919
switch_core_session_get_dmachine,switch_ivr_dmachine_t *,"switch_core_session_t *session, switch_digit_action_target_t target",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L920
switch_ivr_dmachine_get_target,switch_digit_action_target_t,switch_ivr_dmachine_t *dmachine,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L921
switch_ivr_dmachine_set_target,void,"switch_ivr_dmachine_t *dmachine, switch_digit_action_target_t target",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L922
switch_ivr_dmachine_set_terminators,switch_status_t,"switch_ivr_dmachine_t *dmachine, const char *terminators",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L923
switch_core_session_set_codec_slin,switch_status_t,"switch_core_session_t *session, switch_slin_data_t *data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L924
switch_core_session_raw_read,void,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L925
switch_core_get_uuid,char *,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L931
switch_core_session_perform_locate,switch_core_session_t *,"const char *uuid_str, const char *file, const char *func, int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L934
switch_core_session_perform_force_locate,switch_core_session_t *,"const char *uuid_str, const char *file, const char *func, int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L935
switch_core_get_variable,char *,_In_z_ const char *varname,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L962
switch_core_get_variable_dup,char *,_In_z_ const char *varname,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L963
switch_core_get_variable_pdup,char *,"_In_z_ const char *varname, switch_memory_pool_t *pool",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L964
switch_core_get_hostname,const char *,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L965
switch_core_get_switchname,const char *,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L966
switch_core_get_domain,char *,switch_bool_t dup,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L968
switch_core_set_variable,void,"_In_z_ const char *varname, _In_opt_z_ const char *value",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L976
switch_core_get_variables,switch_status_t,switch_event_t **event,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L977
switch_core_set_var_conditional,switch_bool_t,"_In_z_ const char *varname, _In_opt_z_ const char *value, _In_opt_z_ const char *val2",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L988
switch_core_dump_variables,void,_In_ switch_stream_handle_t *stream,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L990
switch_core_session_hupall,void,_In_ switch_call_cause_t cause,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L996
switch_core_session_hupall_matching_var_ans,uint32_t,"_In_ const char *var_name, _In_ const char *var_val, _In_
																	 switch_call_cause_t cause, switch_hup_type_t type",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1010
switch_core_session_findall_matching_var,switch_console_callback_match_t *,"const char *var_name, const char *var_val",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1012
switch_core_session_findall,switch_console_callback_match_t *,void,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1014
switch_core_session_hupall_matching_vars_ans,uint32_t,"_In_ switch_event_t *vars, _In_
																	 switch_call_cause_t cause, switch_hup_type_t type",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1021
switch_core_session_hupall_endpoint,void,"const switch_endpoint_interface_t *endpoint_interface, switch_call_cause_t cause",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1030
switch_core_session_perform_get_partner,switch_status_t,"switch_core_session_t *session, switch_core_session_t **partner, const char *file, const char *func, int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1038
switch_core_session_message_send,switch_status_t,"_In_z_ const char *uuid_str, _In_ switch_core_session_message_t *message",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1049
switch_core_session_queue_message,switch_status_t,"_In_ switch_core_session_t *session, _In_ switch_core_session_message_t *message",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1057
switch_core_session_free_message,void,switch_core_session_message_t **message,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1059
switch_core_session_queue_signal_data,switch_status_t,"switch_core_session_t *session, void *signal_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1062
switch_core_session_dequeue_signal_data,switch_status_t,"switch_core_session_t *session, void **signal_data",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1063
switch_core_session_pass_indication,switch_status_t,"_In_ switch_core_session_t *session, _In_ switch_core_session_message_types_t indication",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1071
switch_core_session_queue_indication,switch_status_t,"_In_ switch_core_session_t *session, _In_ switch_core_session_message_types_t indication",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1080
switch_core_session_dequeue_message,switch_status_t,"_In_ switch_core_session_t *session, _Out_ switch_core_session_message_t **message",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1089
switch_core_session_flush_message,switch_status_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1096
switch_core_session_event_send,switch_status_t,"_In_z_ const char *uuid_str, _Inout_ switch_event_t **event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1104
switch_core_session_get_app_log,switch_app_log_t *,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1106
switch_core_session_exec,switch_status_t,"_In_ switch_core_session_t *session, _In_ const switch_application_interface_t *application_interface, _In_opt_z_ const char *arg",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1116
switch_core_session_video_reset,void,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1119
switch_core_session_execute_application_get_flags,switch_status_t,"_In_ switch_core_session_t *session, _In_ const char *app, _In_opt_z_ const char *arg, _Out_opt_ int32_t *flags",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1128
switch_core_session_execute_application_async,switch_status_t,"switch_core_session_t *session, const char *app, const char *arg",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1131
switch_core_session_get_app_flags,switch_status_t,"const char *app, int32_t *flags",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1133
switch_core_session_stack_count,uint32_t,"switch_core_session_t *session, int x",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1144
switch_core_session_execute_exten,switch_status_t,"_In_ switch_core_session_t *session, _In_z_ const char *exten, _In_opt_z_ const char *dialplan, _In_opt_z_ const char *context",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1155
switch_core_session_receive_event,switch_status_t,"_In_ switch_core_session_t *session, _Inout_ switch_event_t **event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1165
switch_core_session_get_private_class,void *,"_In_ switch_core_session_t *session, _In_ switch_pvt_class_t index",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1172
switch_core_session_set_private_class,switch_status_t,"_In_ switch_core_session_t *session, _In_ void *private_info, _In_ switch_pvt_class_t index",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1181
switch_core_session_add_stream,int,"_In_ switch_core_session_t *session, _In_opt_ void *private_info",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1190
switch_core_session_get_stream,void *,"_In_ switch_core_session_t *session, _In_ int index",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1198
switch_core_session_get_stream_count,int,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1205
switch_core_session_get_text_buffer,const char *,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1207
switch_core_session_launch_thread,void,"_In_ switch_core_session_t *session, _In_ void *(*func) (switch_thread_t *, void *), _In_opt_ void *obj",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1215
switch_core_thread_session_end,void,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1222
switch_core_service_session_av,void,"_In_ switch_core_session_t *session, switch_bool_t audio, switch_bool_t video",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1228
switch_core_session_outgoing_channel,switch_call_cause_t,"_In_opt_ switch_core_session_t *session, _In_opt_ switch_event_t *var_event, _In_z_ const char *endpoint_name, _In_ switch_caller_profile_t *caller_profile, _Inout_ switch_core_session_t **new_session, _Inout_ switch_memory_pool_t **pool, _In_ switch_originate_flag_t flags, switch_call_cause_t *cancel_cause",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1243
switch_core_session_perform_receive_message,switch_status_t,"_In_ switch_core_session_t *session, _In_ switch_core_session_message_t *message, const char *file, const char *func, int line",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1257
switch_core_session_queue_event,switch_status_t,"_In_ switch_core_session_t *session, _Inout_ switch_event_t **event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1269
switch_core_session_event_count,uint32_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1277
switch_core_session_messages_waiting,uint32_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1282
switch_core_session_dequeue_event,switch_status_t,"_In_ switch_core_session_t *session, _Out_ switch_event_t **event, switch_bool_t force",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1291
switch_core_session_queue_private_event,switch_status_t,"_In_ switch_core_session_t *session, _Inout_ switch_event_t **event, switch_bool_t priority",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1300
switch_core_session_private_event_count,uint32_t,_In_ switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1309
switch_core_session_dequeue_private_event,switch_status_t,"_In_ switch_core_session_t *session, _Out_ switch_event_t **event",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1317
switch_core_session_flush_private_events,uint32_t,switch_core_session_t *session,not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1325
switch_core_session_read_frame,switch_status_t,"_In_ switch_core_session_t *session, switch_frame_t **frame, switch_io_flag_t flags, int stream_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1336
switch_core_session_transcoding,switch_bool_t,"switch_core_session_t *session_a, switch_core_session_t *session_b, switch_media_type_t type",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1339
switch_core_session_passthru,void,"switch_core_session_t *session, switch_media_type_t type, switch_bool_t on",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1340
switch_core_session_read_video_frame,switch_status_t,"_In_ switch_core_session_t *session, switch_frame_t **frame, switch_io_flag_t flags, int stream_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1350
switch_core_session_write_video_frame,switch_status_t,"_In_ switch_core_session_t *session, switch_frame_t *frame, switch_io_flag_t flags, int stream_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1360
switch_core_session_write_encoded_video_frame,switch_status_t,"switch_core_session_t *session, switch_frame_t *frame, switch_io_flag_t flags, int stream_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1363
switch_core_session_set_read_impl,switch_status_t,"switch_core_session_t *session, const switch_codec_implementation_t *impp",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1366
switch_core_session_set_write_impl,switch_status_t,"switch_core_session_t *session, const switch_codec_implementation_t *impp",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1367
switch_core_session_set_video_read_impl,switch_status_t,"switch_core_session_t *session, const switch_codec_implementation_t *impp",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1368
switch_core_session_set_video_write_impl,switch_status_t,"switch_core_session_t *session, const switch_codec_implementation_t *impp",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1369
switch_core_session_reset,void,"_In_ switch_core_session_t *session, switch_bool_t flush_dtmf, switch_bool_t reset_read_codec",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1376
switch_core_session_try_reset,switch_status_t,"switch_core_session_t* session, switch_bool_t flush_dtmf, switch_bool_t reset_read_codec",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1384
switch_core_session_write_frame,switch_status_t,"_In_ switch_core_session_t *session, switch_frame_t *frame, switch_io_flag_t flags, int stream_id",not_verified,https://github.com/signalwire/freeswitch/blob/ef32e205295e29f034f1453ad245ba5efb07b94a/src/include/switch_core.h#L1394
